C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90
2026-01-26T00:00:00.000Z,0.03178825229406357,0.03178825229406357,0.03178825229406357,0,6,2,,,
2026-01-25T00:00:00.000Z,0.03318256139755249,0.03639183193445206,0.034116035948197045,0.0011026439818304196,6,0,,,
2026-01-21T00:00:00.000Z,0.02276076003909111,0.023462343961000443,0.022877690692742664,0.00026146489021836207,6,0,,,
2026-01-20T00:00:00.000Z,0.02322743833065033,0.02660391479730606,0.024915676563978195,0.0016882382333278656,6,4,,,
2026-01-19T00:00:00.000Z,0.02171606570482254,0.026080554351210594,0.025135833149154983,0.0015346277500376587,6,0,,,
2026-01-08T00:00:00.000Z,0.02858526073396206,0.02858526073396206,0.02858526073396206,0,6,3,,,
2026-01-03T00:00:00.000Z,0.024017438292503357,0.02682800218462944,0.0254227202385664,0.0014052819460630417,6,2,,,
2025-12-25T00:00:00.000Z,0.03185780718922615,0.03341623395681381,0.03289675836761792,0.0007346494235625771,6,0,,,
2025-12-24T00:00:00.000Z,0.0235616322606802,0.02663407474756241,0.025097853504121304,0.0015362212434411049,6,4,,,
2025-12-23T00:00:00.000Z,0.03103432059288025,0.03103432059288025,0.03103432059288025,0,6,3,,,
2025-12-22T00:00:00.000Z,0.030432090163230896,0.0330498069524765,0.0317409485578537,0.0013088583946228034,6,0,,,
2025-12-17T00:00:00.000Z,0.030454043298959732,0.03256640210747719,0.03151022270321846,0.0010561794042587274,6,0,,,
2025-12-11T00:00:00.000Z,0.03247707709670067,0.035647012293338776,0.03406204469501972,0.0015849675983190536,6,2,,,
2025-12-10T00:00:00.000Z,0.03076106123626232,0.03076106123626232,0.03076106123626232,0,6,2,,,
2025-11-29T00:00:00.000Z,0.02632366120815277,0.027577722445130348,0.02695069182664156,0.0006270306184887888,6,0,,,
2025-11-26T00:00:00.000Z,0.02823559381067753,0.02823559381067753,0.02823559381067753,0,6,1,,,
2025-11-25T00:00:00.000Z,0.03185197338461876,0.03185197338461876,0.03185197338461876,0,6,5,,,
2025-11-23T00:00:00.000Z,0.029621262103319168,0.03448839858174324,0.030432451516389847,0.001813874670254194,6,0,,,
2025-11-22T00:00:00.000Z,0.03224106878042221,0.03224106878042221,0.03224106878042221,0,6,4,,,
2025-11-21T00:00:00.000Z,0.027378931641578674,0.027406858280301094,0.027402203840514023,0.00001040764376106781,6,0,,,
2025-11-20T00:00:00.000Z,0.028720494359731674,0.028720494359731674,0.028720494359731674,0,6,2,,,
2025-11-11T00:00:00.000Z,0.035447582602500916,0.035447582602500916,0.035447582602500916,0,6,4,,,
2025-11-07T00:00:00.000Z,0.025260405614972115,0.029759611934423447,0.026665695011615753,0.001994100484391762,6,0,,,
2025-10-31T00:00:00.000Z,0.02669217623770237,0.02669217623770237,0.02669217623770237,0,6,0,,,
2025-10-19T00:00:00.000Z,0.023001302033662796,0.029288817197084427,0.026776949875056744,0.0026660922797298965,6,2,,,
2025-10-16T00:00:00.000Z,0.025660743936896324,0.026666659861803055,0.0261705806478858,0.00040068451847411054,6,0,,,
2025-10-15T00:00:00.000Z,0.02829241193830967,0.03237296640872955,0.02931255055591464,0.001766931916454888,6,2,,,
2025-10-14T00:00:00.000Z,0.026350222527980804,0.026636386290192604,0.026493304409086704,0.0001430818811058998,6,2,,,
2025-10-12T00:00:00.000Z,0.022578328847885132,0.02757406421005726,0.025908819089333218,0.0023550122344035626,6,0,,,
2025-10-11T00:00:00.000Z,0.029385477304458618,0.03513646498322487,0.033537717536091805,0.00232719423752517,6,0,,,
2025-10-10T00:00:00.000Z,0.03591210022568703,0.03969228267669678,0.03717216104269028,0.0017819950968209189,6,0,,,
2025-10-09T00:00:00.000Z,0.03893386200070381,0.0411258190870285,0.04039516672492027,0.0010332984798733966,6,0,,,
2025-10-08T00:00:00.000Z,0.03643831983208656,0.03887505829334259,0.03765668906271458,0.001218369230628013,6,0,,,
2025-10-07T00:00:00.000Z,0.04055754095315933,0.04747634008526802,0.04574664030224085,0.0029959279060439246,6,2,,,
2025-10-06T00:00:00.000Z,0.032391324639320374,0.03336041420698166,0.03293715541561445,0.0003924137331040209,6,0,,,
2025-10-03T00:00:00.000Z,0.030938895419239998,0.030938895419239998,0.030938895419239998,0,6,1,,,
2025-10-02T00:00:00.000Z,0.024936744943261147,0.024936744943261147,0.024936744943261147,0,6,4,,,
2025-09-28T00:00:00.000Z,0.03080841340124607,0.0336807519197464,0.03220596754302581,0.0013996864250233772,6,0,,,
2025-09-26T00:00:00.000Z,0.029055530205368996,0.029055530205368996,0.029055530205368996,0,6,1,,,
2025-09-25T00:00:00.000Z,0.01959255337715149,0.024372566491365433,0.022779228786627453,0.002253319791480871,6,0,,,
2025-09-24T00:00:00.000Z,0.03499763086438179,0.04090271517634392,0.0369659923017025,0.0027836834403111455,6,0,,,
2025-09-23T00:00:00.000Z,0.03198326379060745,0.03198326379060745,0.03198326379060745,0,6,0,,,
2025-09-22T00:00:00.000Z,0.027290958911180496,0.027290958911180496,0.027290958911180496,0,6,3,,,
2025-09-21T00:00:00.000Z,0.026328101754188538,0.026652846485376358,0.026587897539138795,0.00012989789247512852,6,1,,,
2025-09-20T00:00:00.000Z,0.026110706850886345,0.026110706850886345,0.026110706850886345,0,6,5,,,
2025-09-19T00:00:00.000Z,0.02828504703938961,0.02963228151202202,0.029134834185242653,0.0006038033300895991,6,0,,,
2025-09-18T00:00:00.000Z,0.028428567573428154,0.028428567573428154,0.028428567573428154,0,6,5,,,
2025-09-17T00:00:00.000Z,0.02402917481958866,0.025731535628437996,0.02459662842253844,0.000802500581309054,6,3,,,
2025-09-15T00:00:00.000Z,0.02548372372984886,0.02955908142030239,0.027521402575075626,0.0020376788452267647,6,2,,,
2025-09-14T00:00:00.000Z,0.02700253389775753,0.029743261635303497,0.028508142257730167,0.0011351271147726195,6,0,,,
2025-09-13T00:00:00.000Z,0.027490131556987762,0.03131400793790817,0.029402069747447968,0.0019119381904602055,6,0,,,
2025-09-12T00:00:00.000Z,0.02994057536125183,0.03437377139925957,0.0321571733802557,0.002216598019003869,6,2,,,
2025-09-09T00:00:00.000Z,0.018492599949240685,0.026079094037413597,0.02325821233292421,0.003426273632581297,6,0,,,
2025-09-07T00:00:00.000Z,0.028955817222595215,0.032733649015426636,0.030399526935070753,0.0015750285160381517,6,2,,,
2025-09-06T00:00:00.000Z,0.031889159232378006,0.03229565918445587,0.03199078422039747,0.00017601964256829425,6,2,,,
2025-09-05T00:00:00.000Z,0.027363808825612068,0.03184707462787628,0.028858230759700138,0.002113431767095182,6,0,,,
2025-09-04T00:00:00.000Z,0.026980433613061905,0.027172541245818138,0.027044469490647316,0.00009056040655975162,6,3,,,
